46194,621478,9882,51270,46194,621478,9882,51270
74594,1248508,19764,90146,28400,627030,9882,38876
103092,1875444,29646,129878,28498,626936,9882,39732
131604,2502364,39528,169236,28512,626920,9882,39358
160116,3129302,49410,208780,28512,626938,9882,39544
195062,3749338,62586,248830,34946,620036,13176,40050
223492,4376338,72468,287714,28430,627000,9882,38884
252002,5003262,82350,327440,28510,626924,9882,39726
280518,5630194,92232,366794,28516,626932,9882,39354
309034,6257112,102114,406270,28516,626918,9882,39476
337462,6884114,111996,445152,28428,627002,9882,38882
372400,7504158,125172,485074,34938,620044,13176,39922
400998,8130996,135054,525288,28598,626838,9882,40214
