30090,637824,5126,67776,30090,637824,5126,67776
42420,1281006,10254,122768,12330,643182,5128,54992
54796,1923908,15318,177582,12374,642902,5064,54814
67196,2566810,20450,240666,12400,642902,5132,63084
79704,3209334,25578,297076,12508,642524,5128,56410
92314,3852166,30710,353488,12610,642832,5132,56412
104712,4495082,35840,417572,12398,642916,5130,64084
116982,5138450,40900,473022,12270,643368,5060,55450
129468,5781352,46022,529302,12486,642902,5122,56280
141986,6424198,51148,593060,12518,642846,5126,63758
