30216,637756,5126,52424,30216,637756,5126,52424
42536,1280794,10186,100242,12320,643038,5060,47818
55020,1923688,15310,148010,12484,642894,5124,47768
67516,2566552,20440,196234,12496,642864,5130,48224
80016,3209412,25568,244460,12500,642860,5128,48226
92534,3852254,30692,292690,12518,642842,5124,48230
105020,4495146,35818,340916,12486,642892,5126,48226
117206,5138256,40880,388300,12186,643110,5062,47384
129604,5781200,46010,436356,12398,642944,5130,48056
142148,6424016,51134,484776,12544,642816,5124,48420
154680,7066844,56260,533192,12532,642828,5126,48416
167196,7709688,61388,581608,12516,642844,5128,48416
