42422,625310,4026,16018,42422,625310,4026,16018
71330,1251764,12078,24858,28908,626454,8052,8840
100246,1878206,20130,33698,28916,626442,8052,8840
129166,2504646,28182,42514,28920,626440,8052,8816
158088,3131084,36234,51340,28922,626438,8052,8826
187090,3757442,44286,60552,29002,626358,8052,9212
216010,4383882,52338,69390,28920,626440,8052,8838
244932,5010320,60390,78216,28922,626438,8052,8826
273852,5636760,68442,87042,28920,626440,8052,8826
302774,6263198,76494,95880,28922,626438,8052,8838
331690,6889642,84546,104714,28916,626444,8052,8834
360610,7516084,92598,113518,28920,626442,8052,8804
389528,8142524,100650,122330,28918,626440,8052,8812
