46558,621178,8052,16968,46558,621178,8052,16968
75458,1247636,16104,25802,28900,626458,8052,8834
108496,1869958,28182,35616,33038,622322,12078,9814
137430,2496386,36234,44448,28934,626428,8052,8832
170474,3118700,48312,54228,33044,622314,12078,9780
199392,3745142,56364,63046,28918,626442,8052,8818
232676,4375610,68442,72918,33284,630468,12078,9872
261350,4993904,76494,81666,28674,618294,8052,8748
290268,5620346,84546,90490,28918,626442,8052,8824
323316,6242658,96624,100302,33048,622312,12078,9812
352244,6869090,104676,109120,28928,626432,8052,8818
385296,7491398,116754,118936,33052,622308,12078,9816
414226,8117828,124806,127756,28930,626430,8052,8820
443150,8744264,132858,136570,28924,626436,8052,8814
476212,9366562,144936,146378,33062,622298,12078,9808
505150,9992984,152988,155178,28938,626422,8052,8800
538214,10615280,165066,164972,33064,622296,12078,9794
567158,11241696,173118,173810,28944,626416,8052,8838
600222,11863992,185196,183614,33064,622296,12078,9804
629162,12490412,193248,192460,28940,626420,8052,8846
658106,13116828,201300,201288,28944,626416,8052,8828
691168,13739126,213378,211092,33062,622298,12078,9804
