186984,1791470,104676,54782,57820,597540,36234,15632
244812,2389002,140910,70432,57828,597532,36234,15650
302794,2986380,177144,86832,57982,597378,36234,16400
360620,3583914,213378,102450,57826,597534,36234,15618
418528,4181366,249612,118496,57908,597452,36234,16046
476394,4778860,285846,134834,57866,597494,36234,16338
534210,5377626,322080,150462,57816,598766,36234,15628
587916,5978058,354288,165110,53706,600432,32208,14648
645746,6575588,390522,180746,57830,597530,36234,15636
703630,7173064,426756,197160,57884,597476,36234,16414
761314,7770740,462990,212784,57684,597676,36234,15624
818998,8368416,499224,228400,57684,597676,36234,15616
876640,8966134,535458,244372,57642,597718,36234,15972
934322,9563812,571692,260008,57682,597678,36234,15636
991968,10161510,607926,275954,57646,597698,36234,15946
1049706,10760882,644160,292300,57738,599372,36234,16346
1103278,11360936,676368,306942,53572,600054,32208,14642
1160942,11958632,712602,322946,57664,597696,36234,16004
1218638,12556296,748836,338546,57696,597664,36234,15600
1276336,13153958,785070,354154,57698,597662,36234,15608
1334030,13751624,821304,369768,57694,597666,36234,15614
1391728,14349286,857538,385384,57698,597662,36234,15616
1449376,14946998,893772,401322,57648,597712,36234,15938
1507072,15544646,930006,416932,57696,597648,36234,15610
1564848,16143980,966240,432962,57776,599334,36234,16030
1618412,16744042,998448,447594,53564,600062,32208,14632
1676110,17341704,1034682,463236,57698,597662,36234,15642
1733822,17939352,1070916,478870,57712,597648,36234,15634
1791524,18537010,1107150,494514,57702,597658,36234,15644
1849224,19134670,1143384,510098,57700,597660,36234,15584
1906926,19732328,1179618,525714,57702,597658,36234,15616
1964636,20329978,1215852,541338,57710,597650,36234,15624
2022340,20927618,1252086,556962,57704,597640,36234,15624
2080004,21527064,1288320,572936,57664,599446,36234,15974
2133578,22127116,1320528,587598,53574,600052,32208,14662
2191278,22724776,1356762,603252,57700,597660,36234,15654
2248940,23322474,1392996,619210,57662,597698,36234,15958
2306642,23920132,1429230,634794,57702,597658,36234,15584
2364356,24517780,1465464,650424,57714,597648,36234,15630
2422154,25115342,1501698,666422,57798,597562,36234,15998
2479874,25712980,1537932,682030,57720,597638,36234,15608
2537578,26310620,1574166,697648,57704,597640,36234,15618
2595248,26910060,1610400,713608,57670,599440,36234,15960
2648828,27510106,1642608,728252,53580,600046,32208,14644
2706532,28107762,1678842,743880,57704,597656,36234,15628
2764314,28705340,1715076,759882,57782,597578,36234,16002
2822026,29302988,1751310,775538,57712,597648,36234,15656
2879730,29900646,1787544,791152,57704,597658,36234,15614
2937604,30498130,1823778,807540,57874,597484,36234,16388
2995310,31095784,1860012,823158,57706,597654,36234,15618
3053018,31693420,1896246,838790,57708,597636,36234,15632
3110798,32292750,1932480,854778,57780,599330,36234,15988
3164424,32892748,1964688,869808,53626,599998,32208,15030
3222124,33490410,2000922,885434,57700,597662,36234,15626
3279784,34088110,2037156,901416,57660,597700,36234,15982
3337566,34685688,2073390,917432,57782,597578,36234,16016
3395268,35283346,2109624,933034,57702,597658,36234,15602
3453046,35880928,2145858,949014,57778,597582,36234,15980
3510760,36478574,2182092,964670,57714,597646,36234,15656
3568466,37076212,2218326,980320,57706,597638,36234,15650
3626178,37675610,2254560,995966,57712,599398,36234,15646
3679712,38275702,2286768,1010956,53534,600092,32208,14990
3737494,38873280,2323002,1026972,57782,597578,36234,16016
3795202,39470932,2359236,1042608,57708,597652,36234,15636
3852914,40068580,2395470,1058222,57712,597648,36234,15614
3910698,40666156,2431704,1074246,57784,597576,36234,16024
3968360,41263854,2467938,1090216,57662,597698,36234,15970
4026078,41861496,2504172,1105828,57718,597642,36234,15612
4083794,42459124,2540406,1121434,57716,597628,36234,15606
4141504,43058524,2576640,1137038,57710,599400,36234,15604
4195048,43658606,2608848,1152022,53544,600082,32208,14984
4252756,44256258,2645082,1167656,57708,597652,36234,15634
4310466,44853908,2681316,1183280,57710,597650,36234,15624
4368180,45451554,2717550,1198906,57714,597646,36234,15626
4425966,46049128,2753784,1214890,57786,597574,36234,15984
4483674,46646780,2790018,1230544,57708,597652,36234,15654
4541386,47244428,2826252,1246168,57712,597648,36234,15624
4599092,47842066,2862486,1261792,57706,597638,36234,15624
4656802,48441466,2898720,1277404,57710,599400,36234,15612
4710384,49041510,2930928,1292038,53582,600044,32208,14634
4768092,49639162,2967162,1307656,57708,597652,36234,15618
4825806,50236808,3003396,1323250,57714,597646,36234,15594
4883520,50834454,3039630,1338890,57714,597646,36234,15640
4941226,51432108,3075864,1354532,57706,597654,36234,15642
4998940,52029754,3112098,1370160,57714,597646,36234,15628
5056610,52627444,3148332,1386092,57670,597690,36234,15932
5114278,53225120,3184566,1402052,57668,597676,36234,15960
5171988,53824520,3220800,1417698,57710,599400,36234,15646
5225640,54424494,3253008,1432738,53652,599974,32208,15040
5283354,55022140,3289242,1448396,57714,597646,36234,15658
5341072,55619782,3325476,1464002,57718,597642,36234,15606
5398740,56217474,3361710,1479966,57668,597692,36234,15964
5456452,56815122,3397944,1495610,57712,597648,36234,15644
5514166,57412768,3434178,1511246,57714,597646,36234,15636
5571880,58010414,3470412,1526846,57714,597646,36234,15600
5629588,58608050,3506646,1542458,57708,597636,36234,15612
